Sample in Buffer,Sample in Window,TRIGGER,design_1_i/design_1_wrapper_0_bram_addr_0[31:0],design_1_i/fft_module_0_bram_addr[31:0],design_1_i/design_1_wrapper_0_fft_last_0,design_1_i/design_1_wrapper_0_fft_last_1,design_1_i/design_1_wrapper_0_fft_out_0[63:0],design_1_i/design_1_wrapper_0_fft_out_1[63:0],design_1_i/design_1_wrapper_0_fft_valid_0,design_1_i/design_1_wrapper_0_fft_valid_1,design_1_i/design_1_wrapper_0_tdata_0[31:0],design_1_i/design_1_wrapper_0_tdata_1[31:0],design_1_i/design_1_wrapper_0_tdata_valid_0,design_1_i/design_1_wrapper_0_tdata_valid_1,design_1_i/adc_buffer_0_Q1[13:0],design_1_i/adc_buffer_0_Q2[13:0],design_1_i/design_1_wrapper_0_event_data_in_channel_halt_0,design_1_i/design_1_wrapper_0_event_frame_started_0,design_1_i/design_1_wrapper_0_event_tlast_missing_0,design_1_i/design_1_wrapper_0_event_tlast_unexpected_0
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3638,3638,0,00001138,00001110,0,0,c2a29862c251c0ee,4263ea0ec21b0e68,1,1,c3310000,43838000,1,1,0081,0009,0,0,0,0
3639,3639,0,00001140,00001118,0,0,c231f0bc40296840,c1674858c1b328cc,1,1,43010000,438e8000,1,1,0184,010d,0,0,0,0
3640,3640,0,00001148,00001120,0,0,c229199e4174a7b0,c29069ba40fd7ec0,1,1,43c20000,42500000,1,1,018e,0117,0,0,0,0
3641,3641,0,00001150,00001128,0,0,c24f6b88c2d8b960,41f0787c4072c220,1,1,43c70000,c3828000,1,1,009a,0027,0,0,0,0
3642,3642,0,00001158,00001130,0,0,417755c8c1ac19bc,c28f9c10c2281afa,1,1,431a0000,c3ce8000,1,1,3f61,3ef5,0,0,0,0
3643,3643,0,00001160,00001138,0,0,c0ca1d90c1f8aa38,4213011241c10bac,1,1,c31f0000,c3900000,1,1,3ed4,3e60,0,0,0,0
3644,3644,0,00001168,00001140,0,0,c23b312ec22a12f6,41383578c206acac,1,1,c3960000,41100000,1,1,3f5a,3ee4,0,0,0,0
3645,3645,0,00001170,00001148,0,0,c203dbae409dacd0,c1bdf4ec40df5290,1,1,c3260000,43868000,1,1,0091,001c,0,0,0,0
3646,3646,0,00001178,00001150,0,0,424e2f4c41c1ecbc,413c094040a5f130,1,1,43110000,438b8000,1,1,0187,0113,0,0,0,0
3647,3647,0,00001180,00001158,0,0,42ce52f4c00ac0e0,42400e1cc1fd411c,1,1,43c38000,421c0000,1,1,018a,0113,0,0,0,0
3648,3648,0,00001188,00001160,0,0,be804a00c29bf033,41f0514c42a6253d,1,1,43c50000,c3858000,1,1,0092,001c,0,0,0,0
3649,3649,0,00001190,00001168,0,0,c2956404c25ec898,42864bd04182eccc,1,1,43120000,c3d00000,1,1,3f5d,3ee2,0,0,0,0
3650,3650,0,00001198,00001170,0,0,c235106642ac885d,c216bdd2be78b200,1,1,c3230000,c38e0000,1,1,3ed0,3e61,0,0,0,0
3651,3651,0,000011a0,00001178,0,0,c216a99ac273417c,c1e19fa8421856a6,1,1,c3980000,41e00000,1,1,3f61,3eef,0,0,0,0
3652,3652,0,000011a8,00001180,0,0,415167d0c1ed6cf4,41f47a4c412423a0,1,1,c31f0000,43898000,1,1,009a,0022,0,0,0,0
3653,3653,0,000011b0,00001188,0,0,c1355db04292f941,425ddd28c288e68d,1,1,431a0000,43898000,1,1,0190,0116,0,0,0,0
3654,3654,0,000011b8,00001190,0,0,c22d990042a1ee1e,c08a110041adc0d4,1,1,43c80000,41e00000,1,1,0183,010e,0,0,0,0
3655,3655,0,000011c0,00001198,0,0,c127d178c2a89f35,c2825b3642a5f100,1,1,43c18000,c38f0000,1,1,0083,0012,0,0,0,0
3656,3656,0,000011c8,000011a0,0,0,c1ee1ef8c2396166,42790c1c41d3c728,1,1,43030000,c3cf8000,1,1,3f51,3ee0,0,0,0,0
3657,3657,0,000011d0,000011a8,0,0,bf786800c262aee2,421ffe20c232e562,1,1,c32f0000,c3888000,1,1,3ed5,3e61,0,0,0,0
3658,3658,0,000011d8,000011b0,0,0,c202b834c29d9cd2,40fd0230425e121a,1,1,c3958000,42080000,1,1,3f68,3efc,0,0,0,0
3659,3659,0,000011e0,000011b8,0,0,422c3686c2460caa,c1ac525441cc3590,1,1,c3180000,438b0000,1,1,00a6,002d,0,0,0,0
3660,3660,0,000011e8,000011c0,0,0,bff0b04041893e44,c21e81404184016c,1,1,43260000,43870000,1,1,0190,0119,0,0,0,0
3661,3661,0,000011f0,000011c8,0,0,40e3f87042bb70a5,c1a267d4c32d59c4,1,1,43c80000,41900000,1,1,017e,0107,0,0,0,0
3662,3662,0,000011f8,000011d0,0,0,428c939242764a38,42344d0c429c7bdd,1,1,43bf0000,c3900000,1,1,007b,0007,0,0,0,0
3663,3663,0,00001200,000011d8,0,0,c1850650c229ac4a,420702a84120fb18,1,1,42f60000,c3cf8000,1,1,3f49,3ed9,0,0,0,0
3664,3664,0,00001208,000011e0,0,0,c2b23aa74227a4fe,c1a433d842ce9e44,1,1,c3370000,c3820000,1,1,3ed1,3e62,0,0,0,0
3665,3665,0,00001210,000011e8,0,0,422eaf0ec29ec842,c253029cc21e45a6,1,1,c3978000,42340000,1,1,3f75,3efe,0,0,0,0
3666,3666,0,00001218,000011f0,0,0,c29003aec2971175,41e27b78c25f28d2,1,1,c30b0000,438c8000,1,1,00ae,003b,0,0,0,0
3667,3667,0,00001220,000011f8,0,0,c16373b0c1c480d4,428d5c9bc1a54b9c,1,1,432e0000,43838000,1,1,0196,011d,0,0,0,0
3668,3668,0,00001228,00001200,0,0,c285a2c74218793a,c1bec8ccc212757e,1,1,43cb0000,40e00000,1,1,0179,0105,0,0,0,0
3669,3669,0,00001230,00001208,0,0,c22ce3f4c12adfc8,c2a1977c4091cdc0,1,1,43bc8000,c3938000,1,1,006e,3ffe,0,0,0,0
3670,3670,0,00001238,00001210,0,0,4224f622c29f8005,4287db55c1e9283c,1,1,42dc0000,c3cf0000,1,1,3f42,3ecf,0,0,0,0
3671,3671,0,00001240,00001218,0,0,c14a8a9042094bae,41d9db28c1ce279c,1,1,c33e0000,c3810000,1,1,3ed6,3e68,0,0,0,0
3672,3672,0,00001248,00001220,0,0,41429e10412083f8,42074452c1f59dd8,1,1,c3950000,426c0000,1,1,3f81,3f09,0,0,0,0
3673,3673,0,00001250,00001228,0,0,c22faf604168edf0,428324ed42ca2547,1,1,c2fe0000,438e8000,1,1,00b8,0045,0,0,0,0
3674,3674,0,00001258,00001230,0,0,c029a400c2cafa1b,c1867488c1c0a784,1,1,43380000,43828000,1,1,019c,0125,0,0,0,0
3675,3675,0,00001260,00001238,0,0,c14fe76041f73ee4,c06b7b00c1fcde34,1,1,43ce0000,c0000000,1,1,0173,00ff,0,0,0,0
3676,3676,0,00001268,00001240,0,0,c25c8d8ac12b21d8,c1625590c1142708,1,1,43b98000,c3988000,1,1,0065,3fef,0,0,0,0
3677,3677,0,00001270,00001248,0,0,c233c6d8c2704c88,427390fcbd432800,1,1,42ca0000,c3cc0000,1,1,3f39,3ec6,0,0,0,0
3678,3678,0,00001278,00001250,0,0,41d4c230c1c4d8a8,41abcd00c1b73254,1,1,c3470000,c3770000,1,1,3eda,3e63,0,0,0,0
3679,3679,0,00001280,00001258,0,0,40825d8041141f08,4171cff04221eeca,1,1,c3930000,428a0000,1,1,3f87,3f13,0,0,0,0
3680,3680,0,00001288,00001260,0,0,4236297a4242f66e,c29469d7c2e637e3,1,1,c2f20000,43928000,1,1,00c6,0050,0,0,0,0
3681,3681,0,00001290,00001268,0,0,c2365ee8429026ca,4089a3f0c1c91b40,1,1,43460000,437f0000,1,1,019d,0127,0,0,0,0
3682,3682,0,00001298,00001270,0,0,42a918ecc24631a8,c1530670408384e0,1,1,43ce8000,c1880000,1,1,016d,00f7,0,0,0,0
3683,3683,0,000012a0,00001278,0,0,c17cb3e0c269bfcc,c20c2092c2097d88,1,1,43b68000,c39d0000,1,1,0059,3fe5,0,0,0,0
3684,3684,0,000012a8,00001280,0,0,41a59b1cc2ad463c,c1988828c2005544,1,1,42b20000,c3ce8000,1,1,3f32,3ec1,0,0,0,0
3685,3685,0,000012b0,00001288,0,0,c230bf3a429a0170,412f9d5842bbb05d,1,1,c34e0000,c36d0000,1,1,3ed9,3e68,0,0,0,0
3686,3686,0,000012b8,00001290,0,0,c226bd20c2247716,41041ac0c259ea84,1,1,c3938000,42a00000,1,1,3f8f,3f1d,0,0,0,0
3687,3687,0,000012c0,00001298,0,0,40063cc0c21a6ba0,4182eb18c2b35f5e,1,1,c2e20000,43938000,1,1,00cd,005a,0,0,0,0
3688,3688,0,000012c8,000012a0,0,0,3f4e7980408b4c60,c1b7e334c212aa2e,1,1,434d0000,43770000,1,1,01a1,012b,0,0,0,0
3689,3689,0,000012d0,000012a8,0,0,c2284966c2212d06,c2880c25c1f50150,1,1,43d08000,c1d80000,1,1,0165,00f1,0,0,0,0
3690,3690,0,000012d8,000012b0,0,0,425f77b2415641e8,c249e8364280bfcb,1,1,43b28000,c39f8000,1,1,004b,3fd8,0,0,0,0
3691,3691,0,000012e0,000012b8,0,0,c26b8d5cc2278d3c,40deae00c18be6e4,1,1,42960000,c3cc0000,1,1,3f29,3eb8,0,0,0,0
3692,3692,0,000012e8,000012c0,0,0,41a31bf0c2a4cd30,c23d65c8c2e0f302,1,1,c3570000,c3630000,1,1,3eda,3e69,0,0,0,0
3693,3693,0,000012f0,000012c8,0,0,424b5fa642836c95,3ee9cd00417078b8,1,1,c3930000,42b40000,1,1,3f98,3f28,0,0,0,0
3694,3694,0,000012f8,000012d0,0,0,c24ae56ec11345e0,c226fa12c27745ea,1,1,c2d00000,43958000,1,1,00d8,0067,0,0,0,0
3695,3695,0,00001300,000012d8,0,0,4216d29ac229a292,4152ba20c20b0d7a,1,1,43580000,43710000,1,1,01a4,0129,0,0,0,0
3696,3696,0,00001308,000012e0,0,0,c22b9032407cf5c0,42ab36b1c26b6b2e,1,1,43d20000,c2200000,1,1,015e,00eb,0,0,0,0
3697,3697,0,00001310,000012e8,0,0,c10ee8f8c19af5fc,423fa650417342a0,1,1,43af0000,c3a40000,1,1,0043,3fd0,0,0,0,0
3698,3698,0,00001318,000012f0,0,0,413feff0c223072e,c25a73bec2273ca6,1,1,42860000,c3cb8000,1,1,3f20,3eb3,0,0,0,0
3699,3699,0,00001320,000012f8,0,0,c01645c0c1ec6a30,4259ce884146c870,1,1,c3600000,c3580000,1,1,3ede,3e6c,0,0,0,0
3700,3700,0,00001328,00001300,0,0,41b48398c29bfaf0,c18d2aacc0961f60,1,1,c3910000,42ce0000,1,1,3fa0,3f2f,0,0,0,0
3701,3701,0,00001330,00001308,0,0,c2d5cd9ac2cb8b4e,c18bc3b44202b846,1,1,c2c00000,43948000,1,1,00e3,006d,0,0,0,0
3702,3702,0,00001338,00001310,0,0,42293f4442c1be35,42030f904241fc24,1,1,43630000,436b0000,1,1,01a5,012d,0,0,0,0
3703,3703,0,00001340,00001318,0,0,408bbb50c2360d72,c2021c1ac23c4c7e,1,1,43d28000,c2400000,1,1,0159,00e5,0,0,0,0
3704,3704,0,00001348,00001320,0,0,c0c211d0bf8a9840,c27aa404418c6444,1,1,43ac8000,c3a68000,1,1,0038,3fc5,0,0,0,0
3705,3705,0,00001350,00001328,0,0,c252067ac21300ea,c0f87c50c2277fa2,1,1,42600000,c3ca0000,1,1,3f1c,3eac,0,0,0,0
3706,3706,0,00001358,00001330,0,0,41a3ac98c1b12930,4160e5d0421de644,1,1,c3640000,c3510000,1,1,3ede,3e70,0,0,0,0
3707,3707,0,00001360,00001338,0,0,c022bd804201b0a0,c0b24b20c1abc9b0,1,1,c3910000,42da0000,1,1,3fb1,3f3b,0,0,0,0
3708,3708,0,00001368,00001340,0,0,c28594f4c2ae2ea7,411b07e0c11dfd50,1,1,c29e0000,43968000,1,1,00ef,007b,0,0,0,0
3709,3709,0,00001370,00001348,0,0,c1bdd54441cabf1c,41bb20e0c18d5f9c,1,1,436f0000,43650000,1,1,01aa,012f,0,0,0,0
3710,3710,0,00001378,00001350,0,0,4253fcfc412883a0,40cbf7d0c2596594,1,1,43d50000,c26c0000,1,1,0150,00d8,0,0,0,0
3711,3711,0,00001380,00001358,0,0,4212fb4c42b8f553,c1bb89c4c192fd24,1,1,43a80000,c3aa0000,1,1,0027,3fb7,0,0,0,0
3712,3712,0,00001388,00001360,0,0,c20651a44228f066,42670a24404b5160,1,1,421c0000,c3c80000,1,1,3f15,3ea5,0,0,0,0
3713,3713,0,00001390,00001368,0,0,41b5580441a3a21c,c29c4924c2f47d6c,1,1,c36b0000,c3450000,1,1,3ee2,3e70,0,0,0,0
3714,3714,0,00001398,00001370,0,0,c1cea528419b2a7c,40937c20c1927dd0,1,1,c38f0000,42f60000,1,1,3fb9,3f46,0,0,0,0
3715,3715,0,000013a0,00001378,0,0,4184a900c26603b0,42280f6c41b37fa4,1,1,c28e0000,43978000,1,1,00f8,007e,0,0,0,0
3716,3716,0,000013a8,00001380,0,0,c1e6331042b14b17,c1a7b9e8c225f9e4,1,1,43780000,43580000,1,1,01ab,0130,0,0,0,0
3717,3717,0,000013b0,00001388,0,0,c227854641a07600,426a41e8c2a34cab,1,1,43d58000,c2920000,1,1,014c,00ce,0,0,0,0
3718,3718,0,000013b8,00001390,0,0,41ef0e5842803563,c287293bc0e596f0,1,1,43a60000,c3ad8000,1,1,0021,3fad,0,0,0,0
3719,3719,0,000013c0,00001398,0,0,4222ca8642336318,c2a89d6fc1953f7c,1,1,42040000,c3c80000,1,1,3f0f,3ea0,0,0,0,0
3720,3720,0,000013c8,000013a0,0,0,4110cc1042a7751c,c2aa47fac18f522c,1,1,c3710000,c33a0000,1,1,3ee7,3e75,0,0,0,0
3721,3721,0,000013d0,000013a8,0,0,42567d303eaa1300,421b031640810470,1,1,c38c8000,42fc0000,1,1,3fc1,3f50,0,0,0,0
3722,3722,0,000013d8,000013b0,0,0,c2100ed0c2078094,4244c65ac0a04eb0,1,1,c27c0000,43980000,1,1,0102,008d,0,0,0,0
3723,3723,0,000013e0,000013b8,0,0,4137cd8040680120,c1f82ebcc25d6e3e,1,1,43810000,434e0000,1,1,01ab,0134,0,0,0,0
3724,3724,0,000013e8,000013c0,0,0,c1ea555cbfa3a040,4171bfd8420f7cec,1,1,43d58000,c2a60000,1,1,0141,00cb,0,0,0,0
3725,3725,0,000013f0,000013c8,0,0,42c71331c1deb4c8,41e41d68c2a1d116,1,1,43a08000,c3b00000,1,1,0018,3fa0,0,0,0,0
3726,3726,0,000013f8,000013d0,0,0,409a35c042b8b8b2,c1e39dd8c230d226,1,1,41c00000,c3c58000,1,1,3f08,3e98,0,0,0,0
3727,3727,0,00001400,000013d8,0,0,423b477c4185e474,c183bf10424f964a,1,1,c3780000,c3300000,1,1,3eec,3e76,0,0,0,0
3728,3728,0,00001408,000013e0,0,0,4274ff544083df10,427e7854423a03fc,1,1,c38a0000,430d0000,1,1,3fcf,3f5f,0,0,0,0
3729,3729,0,00001410,000013e8,0,0,c1cfdd1442f772e2,428f2fec428093a5,1,1,c2440000,439a0000,1,1,010e,0096,0,0,0,0
3730,3730,0,00001418,000013f0,0,0,c2091798c2b43aef,c1b1902cc15d9648,1,1,43870000,434b0000,1,1,01ac,0136,0,0,0,0
3731,3731,0,00001420,000013f8,0,0,c2091d684259e8ce,c049e460c18a6de0,1,1,43d60000,c2c00000,1,1,0138,00c4,0,0,0,0
3732,3732,0,00001428,00001400,0,0,41b7b10841b36528,c27acb3e426df0f0,1,1,439c0000,c3b40000,1,1,0007,3f94,0,0,0,0
3733,3733,0,00001430,00001408,0,0,c24bcdb042361e06,c212e014423bca26,1,1,40e00000,c3c50000,1,1,3f05,3e93,0,0,0,0
3734,3734,0,00001438,00001410,0,0,4240ac18c1d34860,42346036c1d90344,1,1,c37b0000,c3210000,1,1,3eec,3e7c,0,0,0,0
3735,3735,0,00001440,00001418,0,0,40d7b530c1ab329c,c21bf3c8424e686c,1,1,c38a0000,43160000,1,1,3fdb,3f6a,0,0,0,0
3736,3736,0,00001448,00001420,0,0,428b0b28c290070c,c0771e6041fcee70,1,1,c2140000,439b0000,1,1,0119,00a1,0,0,0,0
3737,3737,0,00001450,00001428,0,0,c213b386c1867dd8,3f92c1c0c1eb8048,1,1,438c8000,43440000,1,1,01ad,0139,0,0,0,0
3738,3738,0,00001458,00001430,0,0,4242bf90c1f51a30,4151e29041ebcca8,1,1,43d68000,c2d80000,1,1,012d,00ba,0,0,0,0
3739,3739,0,00001460,00001438,0,0,c29d5947c18a2b68,3daf0000c1eced38,1,1,43968000,c3b68000,1,1,3ffe,3f8b,0,0,0,0
3740,3740,0,00001468,00001440,0,0,41a07afc41f3823c,c021e200431d6048,1,1,c0000000,c3c20000,1,1,3f01,3e8f,0,0,0,0
3741,3741,0,00001470,00001448,0,0,41701670c15bd400,42addb6fc21f8876,1,1,c37f0000,c3160000,1,1,3ef1,3e7d,0,0,0,0
3742,3742,0,00001478,00001450,0,0,c17c6b48c19733ec,c08852a0c0246d40,1,1,c3878000,43210000,1,1,3fe9,3f72,0,0,0,0
3743,3743,0,00001480,00001458,0,0,c1bd35b0c142aa28,41aa8a1841f90b14,1,1,c1b80000,439c8000,1,1,011f,00a7,0,0,0,0
3744,3744,0,00001488,00001460,0,0,c226390cc03783c0,c223bf2640b7b430,1,1,438f8000,433a0000,1,1,01af,0135,0,0,0,0
3745,3745,0,00001490,00001468,0,0,4216897441d3cfb8,4262eb8ec195c230,1,1,43d78000,c2ea0000,1,1,012a,00b0,0,0,0,0
3746,3746,0,00001498,00001470,0,0,432d79ecc1d55228,41906d6840fc0d80,1,1,43950000,c3b88000,1,1,3ff3,3f7e,0,0,0,0
3747,3747,0,000014a0,00001478,0,0,3fe98b8041e9a5cc,42317f4640dd09a0,1,1,c1500000,c3c18000,1,1,3ef5,3e85,0,0,0,0
3748,3748,0,000014a8,00001480,0,0,4125e23841756ef8,c10bb3e8416fe7f8,1,1,c3858000,c30e0000,1,1,3ef5,3e81,0,0,0,0
3749,3749,0,000014b0,00001488,0,0,c0ab6760420508b8,4243f5b242783c24,1,1,c3858000,43270000,1,1,3ff0,3f7c,0,0,0,0
3750,3750,0,000014b8,00001490,0,0,40ba5280c203f224,c0af22b04228bc4e,1,1,c1800000,439a8000,1,1,0126,00af,0,0,0,0
3751,3751,0,000014c0,00001498,0,0,c21663c4c2280f26,42b4052d429ce2c8,1,1,43930000,43300000,1,1,01ad,0136,0,0,0,0
3752,3752,0,000014c8,000014a0,0,0,419f43fc42711648,41e2a65cc2364d0e,1,1,43d68000,c3020000,1,1,011f,00a8,0,0,0,0
3753,3753,0,000014d0,000014a8,0,0,c2631c86c169bd48,c1a73c04c2340218,1,1,438f8000,c3bd8000,1,1,3feb,3f75,0,0,0,0
3754,3754,0,000014d8,000014b0,0,0,c218073ac1bffe14,42b67d2cc24d7bb2,1,1,c1a80000,c3bf8000,1,1,3ef4,3e84,0,0,0,0
3755,3755,0,000014e0,000014b8,0,0,c246d442424ea374,4233292e418b3a84,1,1,c3860000,c3040000,1,1,3efa,3e8a,0,0,0,0
3756,3756,0,000014e8,000014c0,0,0,c250013cc2838ef4,c1388168c2921bb3,1,1,c3830000,432f0000,1,1,3ffc,3f8d,0,0,0,0
3757,3757,0,000014f0,000014c8,0,0,41c69da8410008b0,c20b9f0e413783f8,1,1,c0800000,439b0000,1,1,0130,00b7,0,0,0,0
3758,3758,0,000014f8,000014d0,0,0,c2120400c2e7e445,c2b05f154230b2d8,1,1,43980000,43280000,1,1,01ac,0131,0,0,0,0
3759,3759,0,00001500,000014d8,0,0,c196c468c21b575c,4250940a42127ec4,1,1,43d60000,c30b0000,1,1,0117,009f,0,0,0,0
3760,3760,0,00001508,000014e0,0,0,42abb2b6c1d412bc,41843b04c10d0938,1,1,438b8000,c3be0000,1,1,3fde,3f69,0,0,0,0
3761,3761,0,00001510,000014e8,0,0,c2a10edbc1d070b0,c1b25168c2220f96,1,1,c2080000,c3bb0000,1,1,3eee,3e7f,0,0,0,0
3762,3762,0,00001518,000014f0,0,0,41e2bae8423d45fc,c1c9823cc29103a4,1,1,c3890000,c2e60000,1,1,3efc,3e92,0,0,0,0
3763,3763,0,00001520,000014f8,0,0,410fd3284269e234,42b4a390bf3ab100,1,1,c3820000,43370000,1,1,0005,3f92,0,0,0,0
3764,3764,0,00001528,00001500,0,0,c22f66dc4240b068,42d75eab415fcd20,1,1,40a00000,43988000,1,1,0133,00c5,0,0,0,0
3765,3765,0,00001530,00001508,0,0,41591b90c235e754,41f73054c1ae7c34,1,1,43998000,431f0000,1,1,01ac,0137,0,0,0,0
3766,3766,0,00001538,00001510,0,0,c1ef403041766bf0,429c8099c21bd556,1,1,43d60000,c3170000,1,1,010d,0097,0,0,0,0
3767,3767,0,00001540,00001518,0,0,42cab3e1c15872b0,c222562ac20d4cd2,1,1,43868000,c3c08000,1,1,3fd5,3f5e,0,0,0,0
3768,3768,0,00001548,00001520,0,0,c1898a54bf49ea80,4288c99f400f0900,1,1,c22c0000,c3b70000,1,1,3eec,3e7a,0,0,0,0
3769,3769,0,00001550,00001528,0,0,c1e8dc08413e00f8,c1005d5841f9ccf4,1,1,c38a0000,c2dc0000,1,1,3f09,3e97,0,0,0,0
3770,3770,0,00001558,00001530,0,0,3ec0430041d9a588,c2235e02c21915ac,1,1,c3770000,43450000,1,1,000f,3f9d,0,0,0,0
3771,3771,0,00001560,00001538,0,0,c1745e204112c6a0,417272f04134a428,1,1,41700000,439b8000,1,1,0142,00c8,0,0,0,0
3772,3772,0,00001568,00001540,0,0,c240fc3241c13c44,c188a7a042a2e11d,1,1,43a10000,43170000,1,1,01ab,0135,0,0,0,0
3773,3773,0,00001570,00001548,0,0,40d19490c257f614,c2252a0841ac8818,1,1,43d58000,c3220000,1,1,0106,008d,0,0,0,0
3774,3774,0,00001578,00001550,0,0,41e0aa54c26bf406,4202f1843de7d000,1,1,43830000,c3c30000,1,1,3fc9,3f53,0,0,0,0
3775,3775,0,00001580,00001558,0,0,42085ac2c25f2bfc,c248a834c204d3a0,1,1,c25c0000,c3b48000,1,1,3ee9,3e77,0,0,0,0
3776,3776,0,00001588,00001560,0,0,c0c842a042902f77,418bf418c1fbd844,1,1,c38b8000,c2c60000,1,1,3f0d,3e9c,0,0,0,0
3777,3777,0,00001590,00001568,0,0,c27f7962c1af3250,c10e5c78420594e2,1,1,c3730000,43480000,1,1,001a,3faa,0,0,0,0
3778,3778,0,00001598,00001570,0,0,c18a48e8421b247c,c2485fee41f4a0e4,1,1,41d00000,439a8000,1,1,0146,00cd,0,0,0,0
3779,3779,0,000015a0,00001578,0,0,c1c4a8c0429e5187,421c8c984079ab40,1,1,43a30000,430d0000,1,1,01aa,0136,0,0,0,0
3780,3780,0,000015a8,00001580,0,0,c19872ac4243e642,c2366902c26e44aa,1,1,43d50000,c32d0000,1,1,00f8,008b,0,0,0,0
3781,3781,0,000015b0,00001588,0,0,c21a0d0e423368ce,c24e44d4c26d8e8c,1,1,43780000,c3c48000,1,1,3fbd,3f4b,0,0,0,0
3782,3782,0,000015b8,00001590,0,0,c2a80b1cc143c958,c1765c20bf59bf00,1,1,c2860000,c3b20000,1,1,3ee4,3e73,0,0,0,0
3783,3783,0,000015c0,00001598,0,0,c185077c417d7ce8,3f59d700c1e1371c,1,1,c38e0000,c2ac0000,1,1,3f12,3ea1,0,0,0,0
3784,3784,0,000015c8,000015a0,0,0,c187a4e442885dd9,c26e90f0c20594cc,1,1,c36e0000,434d0000,1,1,0027,3fb3,0,0,0,0
3785,3785,0,000015d0,000015a8,0,0,4217bff6c23e2bde,c29e1c9bc1361cc8,1,1,421c0000,439b0000,1,1,014f,00db,0,0,0,0
3786,3786,0,000015d8,000015b0,0,0,422f7fccc28a94c8,c1a34b60c1ab9a70,1,1,43a78000,430b0000,1,1,01a7,0134,0,0,0,0
3787,3787,0,000015e0,000015b8,0,0,c2a348bd41e0495c,c2045d184208883e,1,1,43d38000,c3350000,1,1,00f3,0080,0,0,0,0
3788,3788,0,000015e8,000015c0,0,0,c1f311b0c1c5d840,c0dc1900c2e6dc48,1,1,43730000,c3c68000,1,1,3fb5,3f42,0,0,0,0
3789,3789,0,000015f0,000015c8,0,0,c25a1a3a4250db6c,40b281b0c104cdf0,1,1,c2960000,c3af8000,1,1,3ee0,3e6d,0,0,0,0
3790,3790,0,000015f8,000015d0,0,0,c238704ec0c50d50,42a4cb9f40b20fc0,1,1,c3900000,c29a0000,1,1,3f17,3ea8,0,0,0,0
3791,3791,0,00001600,000015d8,0,0,c116b580c1d7ec28,4215ac3e41894b18,1,1,c3690000,435b0000,1,1,0032,3fbd,0,0,0,0
3792,3792,0,00001608,000015e0,0,0,c17fc948bf0c3c80,bf21f000424d5086,1,1,42480000,439a0000,1,1,0159,00df,0,0,0,0
3793,3793,0,00001610,000015e8,0,0,40a20660c1253678,422fbc2cc0caa2c0,1,1,43ac8000,43000000,1,1,01a4,0130,0,0,0,0
3794,3794,0,00001618,000015f0,0,0,42815669c2b85e1d,42c97315c12fe178,1,1,43d20000,c33e0000,1,1,00e7,0070,0,0,0,0
3795,3795,0,00001620,000015f8,0,0,c208e464c25a0e16,4241081ec1f23778,1,1,43670000,c3c98000,1,1,3fac,3f36,0,0,0,0
3796,3796,0,00001628,00001600,0,0,c22357f2c2596c3e,42278a4a421aa078,1,1,c2a80000,c3ac0000,1,1,3ee2,3e6f,0,0,0,0
3797,3797,0,00001630,00001608,0,0,42b09631c0b8e780,c216770640e6cd70,1,1,c38f0000,c2860000,1,1,3f22,3eae,0,0,0,0
3798,3798,0,00001638,00001610,0,0,4160fdd8425c83c2,41c4b08cc2d39149,1,1,c35e0000,435f0000,1,1,003d,3fc8,0,0,0,0
3799,3799,0,00001640,00001618,0,0,4249c61c3ff0d440,c24fbb4cc2062c5c,1,1,42740000,43980000,1,1,015e,00e4,0,0,0,0
3800,3800,0,00001648,00001620,0,0,c0cb9240c1f7ecfc,421598da41b32950,1,1,43af0000,42e00000,1,1,01a4,0130,0,0,0,0
3801,3801,0,00001650,00001628,0,0,428615d7425b8d7e,c180112441624b98,1,1,43d20000,c34a0000,1,1,00dd,0069,0,0,0,0
3802,3802,0,00001658,00001630,0,0,c128bb004126f708,c125bc38c2969293,1,1,435d0000,c3c88000,1,1,3f9f,3f2f,0,0,0,0
3803,3803,0,00001660,00001638,0,0,c118bf10c0179420,422eb1a8c1864f30,1,1,c2c20000,c3a90000,1,1,3ed9,3e69,0,0,0,0
3804,3804,0,00001668,00001640,0,0,41ee867841bf1614,c20d8cecc20058ce,1,1,c3938000,c2600000,1,1,3f25,3eb6,0,0,0,0
3805,3805,0,00001670,00001648,0,0,c235a030c12c4208,42696398418bbc2c,1,1,c35b0000,43640000,1,1,0049,3fd0,0,0,0,0
3806,3806,0,00001678,00001650,0,0,4249567c412e92d8,41f4662441e27220,1,1,42920000,43980000,1,1,0162,00f2,0,0,0,0
3807,3807,0,00001680,00001658,0,0,4235bedcc1935bd4,c29736ebc1242488,1,1,43b10000,42d20000,1,1,01a3,012a,0,0,0,0
3808,3808,0,00001688,00001660,0,0,41f36c74c2a3f514,411a7e10c0994910,1,1,43d18000,c3510000,1,1,00d1,005e,0,0,0,0
3809,3809,0,00001690,00001668,0,0,41810014c18b827c,417dab684290850b,1,1,43510000,c3cb8000,1,1,3f95,3f24,0,0,0,0
3810,3810,0,00001698,00001670,0,0,415e51f8425003a4,421ed238c132cc38,1,1,c2d60000,c3a50000,1,1,3ed5,3e64,0,0,0,0
